,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,Property Age,Renovation Age
6362,4,1.75,1700,5846,1.0,0,0,3,8,1700,0,1480,5177,3,61,616000,59,0
6363,3,2.5,2600,4750,1.0,0,0,4,9,1700,900,2380,4750,1,67,790000,65,0
6364,3,2.5,1700,2250,2.0,0,0,3,7,1700,0,1520,4500,1,67,268000,2,0
6365,4,2.5,1700,4268,2.0,0,0,3,7,1700,0,1700,4488,3,58,245000,16,0
6366,3,2.5,1700,6396,2.0,0,0,3,7,1700,0,1700,4444,3,53,389950,13,0
6367,3,2.5,1700,4000,2.0,0,0,3,7,1700,0,1700,4417,1,64,384000,13,0
6368,4,2.0,1980,7200,2.0,0,3,3,8,1700,280,2490,4200,3,66,900000,106,0
6369,3,1.0,1700,4400,1.5,0,0,4,8,1700,0,1610,4180,3,71,800000,110,0
6370,3,2.75,2220,4000,2.0,0,0,3,8,1700,520,1800,4000,3,63,800000,102,16
6371,4,2.5,2180,4000,2.0,0,0,3,8,1700,480,2180,4000,3,64,607010,14,0
6372,3,2.5,1700,4105,2.0,0,0,3,8,1700,0,1880,3665,2,65,619500,24,0
6373,3,2.5,1700,3150,2.0,0,0,3,8,1700,0,1700,3600,2,63,534500,11,0
6374,3,2.5,1700,3575,2.0,0,0,3,7,1700,0,1590,3380,3,70,300000,16,0
6375,2,2.5,1700,2513,2.0,0,0,3,8,1700,0,1760,2891,2,60,378000,7,0
6376,2,2.25,1700,2383,2.0,0,0,3,8,1700,0,1700,2700,3,61,472500,11,0
6377,3,2.75,1840,2060,2.0,0,0,3,10,1700,140,2590,2680,3,79,599000,3,0
6378,3,2.25,1700,1481,3.0,0,0,3,8,1700,0,1560,1350,2,69,550000,14,0
6379,3,1.75,1690,53578,1.0,0,0,3,8,1690,0,2290,52707,3,67,509900,32,0
6380,4,2.0,3380,90968,1.0,0,0,4,9,1690,1690,3380,42740,3,65,850000,37,0
6381,4,2.0,1690,35346,1.0,0,0,3,7,1690,0,2050,37846,1,58,612500,49,0
6382,4,2.75,2710,41811,1.5,0,0,4,8,1690,1020,2110,35656,1,54,710000,21,0
6383,3,2.25,2260,33080,1.0,0,0,5,9,1690,570,3020,35291,1,63,778000,42,0
6384,5,3.5,3180,40946,1.0,0,3,3,7,1690,1490,2430,29620,2,61,585000,48,0
6385,5,1.75,3380,20021,1.0,0,0,4,8,1690,1690,3260,19809,3,59,1350000,53,0
6386,4,2.75,2630,15000,1.0,0,0,4,7,1690,940,1800,16500,3,69,500000,40,0
6387,3,1.0,1690,13184,1.0,0,0,4,7,1690,0,1130,13451,3,68,260000,57,0
6388,5,2.75,3190,16920,1.0,0,3,3,9,1690,1500,3100,13100,1,53,1030000,40,0
6389,3,2.0,1690,16061,1.0,0,0,3,7,1690,0,1280,12436,3,56,459800,32,0
6390,4,1.75,1690,11739,1.0,0,0,4,8,1690,0,2300,11600,2,77,705000,57,0
6391,3,2.25,1690,14615,2.0,0,0,4,7,1690,0,1390,11360,3,70,345000,37,0
6392,3,3.5,2880,11340,1.0,0,0,3,8,1690,1190,2530,11340,1,75,1020000,36,3
6393,4,2.25,2920,17023,1.0,0,0,4,9,1690,1230,2710,10681,2,80,707000,39,0
6394,3,2.5,2170,9900,1.0,0,0,3,7,1690,480,1420,10614,3,50,242050,36,0
6395,5,2.5,2910,5133,1.0,0,0,4,7,1690,1220,2830,10385,3,54,530000,52,0
6396,5,2.75,2630,10165,1.0,0,0,4,8,1690,940,2440,10165,3,71,495000,40,0
6397,4,2.5,2980,9235,1.0,0,0,4,8,1690,1290,2690,10046,1,65,623000,39,0
6398,4,2.25,3380,9900,1.0,0,2,4,8,1690,1690,2390,9900,2,78,470000,47,0
6399,3,1.5,1690,9708,1.5,0,0,5,7,1690,0,1570,9858,2,72,430000,62,0
6400,3,2.75,2760,8476,1.0,0,0,4,8,1690,1070,2610,9835,1,57,821000,49,0
6401,3,2.5,2360,9938,1.0,0,0,3,8,1690,670,2280,9626,3,51,572000,29,0
6402,3,2.0,1690,9583,1.0,0,0,4,7,1690,0,1690,9583,1,50,270000,47,0
6403,4,1.5,1690,11054,1.0,0,0,4,5,1690,0,1690,9040,2,64,235000,86,0
6404,3,2.5,1690,9626,2.0,0,0,3,8,1690,0,1860,8958,3,80,535000,32,0
6405,4,2.5,2050,8909,1.0,0,2,4,8,1690,360,2190,8912,1,58,403900,30,0
6406,3,2.5,2420,43177,2.0,0,4,4,8,1690,730,3740,8717,1,54,739888,27,0
6407,3,1.75,1690,8190,1.0,0,0,4,8,1690,0,1840,8705,3,62,530000,58,0
6408,4,2.0,2610,14321,1.5,0,0,4,6,1690,920,1630,8599,2,59,294950,76,0
6409,3,2.5,1690,7165,2.0,0,0,4,7,1690,0,1410,8590,1,59,270000,24,0
6410,3,1.75,1690,8489,1.0,0,0,4,7,1690,0,1850,8536,1,60,725000,57,0
6411,4,3.5,3380,8098,1.0,0,1,5,9,1690,1690,1890,8400,2,63,860000,64,0
6412,3,2.0,1690,9087,1.0,0,0,3,8,1690,0,2090,8100,1,63,337000,19,0
6413,4,2.0,1690,7728,1.5,0,0,4,7,1690,0,1480,8009,2,68,207000,49,0
6414,3,2.5,1690,169448,2.0,0,0,3,7,1690,0,2610,7999,3,72,293000,13,0
6415,3,1.75,1690,6375,1.0,0,0,3,8,1690,0,1270,7774,3,71,457000,113,14
6416,4,2.5,2830,7350,1.0,0,0,3,8,1690,1140,2350,7768,3,79,295500,34,0
6417,3,1.0,1690,7700,1.0,0,0,4,7,1690,0,1590,7700,1,79,215000,47,0
6418,3,1.75,1690,7953,1.0,0,0,3,7,1690,0,1680,7425,2,79,259900,30,0
6419,3,2.5,1690,4500,1.5,0,1,4,8,1690,0,2140,7200,3,51,719000,88,0
6420,4,1.75,1690,10854,1.0,0,0,3,7,1690,0,2390,7000,3,61,371000,39,0
6421,4,1.75,1690,6000,1.0,0,0,3,7,1690,0,1350,6000,3,61,275000,59,0
6422,3,1.0,1690,6658,1.0,0,0,3,7,1690,0,1080,5925,2,57,400000,74,34
6423,3,2.5,1690,5131,1.0,0,0,3,7,1690,0,860,5137,1,75,460000,75,18
6424,3,2.0,1690,5100,1.5,0,0,5,7,1690,0,1690,5100,1,77,515000,109,0
6425,3,2.5,1690,6642,2.0,0,0,3,7,1690,0,2120,5080,3,68,467000,12,0
6426,3,2.5,1690,5025,2.0,0,0,3,8,1690,0,2550,5001,2,71,256883,13,0
6427,2,2.5,2560,2500,2.0,0,0,5,8,1690,870,1890,5000,2,70,780000,115,0
6428,4,2.25,2530,5000,1.5,0,0,4,7,1690,840,1530,5000,3,77,734000,91,0
6429,3,2.5,1690,4898,2.0,0,0,3,7,1690,0,2220,4933,2,53,464000,13,0
6430,3,2.5,1690,4988,2.0,0,0,3,7,1690,0,1830,4733,1,60,297000,14,0
6431,3,2.5,1690,4102,2.0,0,0,3,7,1690,0,1830,4733,2,79,295000,13,0
6432,2,2.0,1690,4500,1.0,0,0,3,8,1690,0,1640,4500,1,57,564000,12,0
6433,5,1.0,1690,3240,1.5,0,0,3,7,1690,0,1230,4500,3,78,544500,102,0
6434,4,4.0,2290,6250,1.5,0,0,5,7,1690,600,1920,4335,3,79,661254,76,0
6435,2,2.0,1690,4200,2.0,0,0,3,7,1690,0,1540,4200,3,51,462500,110,0
6436,3,1.75,1690,3449,1.0,0,0,3,7,1690,0,1530,4093,2,55,289000,29,0
6437,3,1.5,2390,4000,1.5,0,0,3,9,1690,700,2350,4000,3,73,978000,80,0
6438,3,2.5,1690,4000,2.0,0,0,3,7,1690,0,1690,4000,1,73,452000,12,0
6439,3,2.5,1800,3300,2.0,0,0,3,7,1690,110,1570,3902,2,64,399000,12,0
6440,3,3.75,2380,3600,1.5,0,0,3,7,1690,690,1990,3520,2,60,695000,89,0
6441,3,2.5,1690,4584,2.0,0,0,3,7,1690,0,1600,3164,3,64,455800,14,0
6442,4,2.5,2350,3150,1.5,0,0,4,8,1690,660,1750,3150,2,77,870300,106,0
6443,3,2.5,1690,3827,2.0,0,0,3,7,1690,0,1690,3129,2,50,449000,11,0
6444,3,2.5,1690,3129,2.0,0,0,3,7,1690,0,1690,3129,1,50,442500,14,0
6445,3,2.5,2100,3574,2.0,0,0,3,7,1690,410,1970,2962,2,58,350000,11,0
6446,3,2.5,1690,2890,2.0,0,0,3,7,1690,0,1690,2730,2,62,475000,12,0
6447,3,2.75,1830,1850,2.0,0,0,3,10,1690,140,2310,2680,1,53,593000,5,0
6448,4,2.25,2520,2370,2.0,0,0,3,8,1690,830,1530,2370,2,57,480000,108,0
6449,4,1.5,1690,3245,1.5,0,0,3,8,1690,0,1380,1590,3,54,440000,87,0
6450,3,2.5,1690,1553,2.5,0,0,3,8,1690,0,1910,1553,1,61,640000,9,0
6451,3,3.25,1689,1388,3.0,0,0,3,8,1689,0,1459,1384,3,54,384400,8,0
6452,4,2.75,3030,117378,1.0,0,0,4,8,1680,1350,2060,110957,2,62,455000,57,0
6453,3,2.25,2080,111513,1.5,0,0,3,8,1680,400,2440,107157,3,68,450000,39,0
6454,2,2.0,2930,14057,1.0,0,2,4,8,1680,1250,2234,61011,3,64,545000,36,0
6455,3,2.25,1680,57063,2.0,0,0,4,8,1680,0,1910,57063,1,78,440000,27,0
6456,3,2.0,1680,2500,1.0,0,0,3,7,1680,0,2480,38637,1,50,350000,25,0
6457,3,2.25,1680,35127,2.0,0,0,3,7,1680,0,1820,35166,2,65,285000,29,0
6458,4,2.5,2650,30500,1.0,0,0,4,8,1680,970,2650,30500,1,77,715000,56,0
6459,3,1.5,1970,13709,1.0,0,0,4,7,1680,290,2200,16536,1,79,425000,61,0
6460,4,2.5,3220,15600,1.0,0,0,5,9,1680,1540,2990,15600,2,73,1250000,43,0
6461,3,1.75,1680,14630,1.5,0,0,3,8,1680,0,1920,14630,2,73,425000,31,0
6462,3,1.5,1980,10203,1.0,0,0,4,7,1680,300,1980,13664,2,70,570000,70,0
6463,3,1.5,1680,13751,1.0,0,0,4,7,1680,0,1760,13500,2,72,572000,65,0
6464,4,2.75,2090,14141,1.5,0,0,4,8,1680,410,1990,12920,3,66,449000,75,0
6465,3,2.0,1680,11250,1.0,0,0,4,8,1680,0,1760,12160,1,65,450000,49,0
6466,4,2.75,2380,15800,1.0,0,0,3,8,1680,700,1950,11751,1,64,655500,59,15
6467,4,3.25,2810,11250,1.0,0,0,3,8,1680,1130,2110,11250,1,69,624000,36,0
6468,4,2.5,2520,10850,1.0,0,0,4,8,1680,840,2590,10800,3,65,600000,48,0
6469,5,2.75,2790,20824,1.0,0,0,3,9,1680,1110,2380,10465,3,77,840000,57,0
6470,3,1.75,1680,10500,1.0,0,0,4,8,1680,0,2250,10400,2,70,675000,57,0
6471,3,1.0,2000,22500,1.0,0,0,3,7,1680,320,2000,10000,1,80,525000,77,0
6472,3,2.5,2850,11535,1.0,0,1,3,8,1680,1170,2670,9942,3,66,900000,64,8
6473,3,2.5,1680,10300,2.0,0,0,4,7,1680,0,1680,9849,3,63,262000,22,0
6474,4,2.25,2800,10800,1.0,0,0,3,8,1680,1120,2260,9800,2,67,490000,39,0
6475,4,2.75,1680,11180,1.0,0,0,4,7,1680,0,2400,9627,2,72,625000,50,0
6476,3,2.5,2650,9380,1.0,0,0,5,8,1680,970,2310,9600,1,72,590000,41,0
6477,3,1.75,1680,9460,1.0,0,0,4,7,1680,0,1690,9448,1,50,466000,57,0
6478,4,1.75,1680,9244,2.0,0,0,3,8,1680,0,1840,9387,1,50,359000,25,0
6479,3,2.5,1680,2229,2.0,0,0,3,7,1680,0,1230,9300,1,72,345000,9,0
6480,3,1.5,1680,17409,1.0,0,0,3,7,1680,0,1680,9101,2,67,500000,54,0
6481,4,2.5,3190,8684,1.0,0,3,5,9,1680,1510,3160,8684,2,72,1220000,49,0
6482,3,2.0,1680,8487,1.0,0,0,3,7,1680,0,2080,8560,3,54,305000,23,0
6483,3,2.0,1680,8424,1.0,0,0,3,7,1680,0,1990,8545,3,64,289000,23,0
6484,3,2.5,1680,8512,2.0,0,0,3,7,1680,0,1580,8512,3,79,272000,25,0
6485,3,2.5,1680,8284,2.0,0,0,3,7,1680,0,1550,8284,2,78,252000,27,0
6486,3,2.5,1680,11193,2.0,0,0,3,8,1680,0,2080,8084,1,80,306000,32,0
6487,4,2.25,2520,8000,1.0,0,2,3,8,1680,840,2300,8000,1,70,415000,46,0
6488,4,2.25,2180,7000,1.0,0,0,3,8,1680,500,2000,8000,3,72,318000,47,0
6489,2,1.75,1680,8187,1.0,0,0,4,8,1680,0,2390,7801,2,66,620000,33,0
6490,5,3.0,2980,10064,1.0,0,0,3,7,1680,1300,1590,7800,3,70,367500,76,0
6491,3,1.75,1680,7770,1.0,0,0,4,7,1680,0,1880,7770,2,60,530000,49,0
6492,4,1.75,2520,7770,1.0,0,0,3,8,1680,840,2340,7770,3,53,525300,51,0
6493,3,2.25,2280,8500,1.0,0,0,4,7,1680,600,1890,7700,1,76,419950,39,0
6494,3,2.0,1680,7000,1.5,0,0,4,7,1680,0,1540,7480,3,59,219200,48,0
6495,4,1.75,1680,6834,1.5,0,0,3,7,1680,0,950,7425,1,79,375000,68,0
6496,3,2.5,2640,6715,2.0,0,0,3,8,1680,960,2260,7373,3,53,365000,25,0
6497,3,2.5,1680,6755,2.0,0,0,3,8,1680,0,1860,7257,2,65,225000,22,0
6498,3,1.0,1680,8910,1.0,0,0,4,7,1680,0,1620,7182,2,50,489900,76,0
6499,4,2.5,1680,6655,2.0,0,0,3,7,1680,0,1680,6982,1,74,213400,15,0
6500,3,2.0,1680,5246,1.0,0,0,3,7,1680,0,2430,6883,1,70,412500,9,0
6501,4,2.5,2420,8056,1.0,0,0,3,8,1680,740,2160,6807,1,57,550000,28,0
6502,3,2.5,3280,8400,1.0,0,0,3,10,1680,1600,1550,6300,2,80,1080000,46,0
6503,3,3.5,1970,5079,2.0,0,0,3,8,1680,290,1940,6000,3,57,590000,9,0
6504,3,1.75,1680,6108,1.0,0,0,3,8,1680,0,2220,5664,3,68,366000,27,0
6505,4,2.5,2080,5650,1.0,0,0,3,7,1680,400,1270,5650,1,75,315000,66,0
6506,5,2.5,2880,6902,1.0,0,0,3,8,1680,1200,2080,5586,1,60,360000,40,9
6507,2,2.0,1680,5756,2.0,0,0,4,7,1680,0,1340,5447,3,67,210000,106,0
6508,3,1.75,2610,5544,1.5,0,0,3,8,1680,930,1330,5074,1,69,750000,82,0
6509,4,2.5,2760,5000,1.5,0,0,5,7,1680,1080,1850,5000,3,64,734200,88,0
6510,3,2.5,1680,2000,3.0,0,0,3,9,1680,0,1950,5000,3,69,670000,107,18
6511,3,2.0,2180,4976,1.5,0,2,4,8,1680,500,1850,5000,3,75,555000,86,0
6512,3,2.5,1680,5000,2.0,0,0,3,8,1680,0,1720,5000,3,52,286000,29,0
6513,2,2.0,1680,4647,1.0,0,0,3,8,1680,0,1680,4950,3,73,560000,8,0
6514,3,3.0,1680,1570,3.0,0,0,3,8,1680,0,1640,4800,3,62,610950,2,0
6515,2,2.0,1680,4950,1.0,0,0,3,8,1680,0,1570,4800,2,72,530000,10,0
6516,3,2.5,1680,4584,2.0,0,0,3,7,1680,0,2160,4621,1,75,320000,13,0
6517,4,2.5,2680,3626,1.5,0,3,4,7,1680,1000,1950,4500,3,80,612000,88,0
6518,3,1.75,1680,4240,1.5,0,0,4,7,1680,0,1460,4240,3,59,540000,90,0
6519,3,2.5,1680,4075,2.0,0,0,3,7,1680,0,1710,4075,1,67,394000,8,0
6520,4,1.0,1680,4021,1.5,0,0,3,7,1680,0,1710,4021,2,66,700000,95,0
6521,4,2.0,1680,3813,2.0,0,0,4,7,1680,0,2540,3996,3,69,500000,116,0
6522,4,1.0,1680,4087,1.5,0,0,3,7,1680,0,1740,3745,2,72,709000,105,0
6523,4,2.25,1680,3179,2.0,0,0,3,8,1680,0,1678,3590,2,51,255000,14,0
6524,3,2.0,2500,4080,1.5,0,0,5,7,1680,820,1550,3060,3,69,695000,94,0
6525,3,2.5,1680,2801,2.0,0,0,3,7,1680,0,1920,2723,2,75,439000,5,0
6526,4,2.5,1990,2175,2.0,0,0,3,8,1680,310,1560,2087,2,76,595000,11,0
6527,3,2.25,1970,2377,2.0,0,0,3,8,1680,290,1690,1936,3,75,415000,8,0
6528,3,2.25,2020,2750,2.0,0,0,3,8,1680,340,1720,1546,3,59,430000,8,0
6529,2,2.5,1680,975,3.0,0,0,3,9,1680,0,1680,977,3,64,840000,7,0
6530,2,1.75,1679,577605,2.0,0,0,3,9,1679,0,1850,358934,1,50,700000,15,0
6531,3,2.5,1676,18778,2.0,0,0,3,7,1676,0,1410,18778,1,71,330000,19,0
6532,6,3.0,3030,31920,1.0,0,0,4,8,1670,1360,2890,35100,1,59,624500,36,0
6533,3,1.75,1670,39639,1.0,0,0,4,8,1670,0,2330,30492,1,77,600000,40,24
6534,5,2.5,2970,24759,1.0,0,0,4,8,1670,1300,2100,21803,1,55,469500,47,0
6535,3,2.0,1670,13775,1.0,0,0,3,8,1670,0,2130,14500,3,56,375000,48,0
6536,5,1.0,2170,65340,1.5,0,0,4,7,1670,500,3170,12884,2,70,435000,86,0
6537,3,2.0,2610,12180,1.0,0,0,3,7,1670,940,1520,12180,3,72,310000,98,0
6538,4,2.0,1670,12056,1.0,0,0,3,7,1670,0,1860,12056,1,78,400000,61,0
6539,3,2.0,2290,9450,1.0,0,0,3,9,1670,620,2750,11700,2,71,565000,37,0
6540,2,1.0,1670,14695,1.5,0,0,5,7,1670,0,1800,11355,3,61,495000,86,0
6541,3,2.0,1670,11337,1.0,0,1,4,7,1670,0,2210,11337,2,68,555565,57,0
6542,5,2.5,2340,5000,1.0,0,0,2,8,1670,670,2080,11000,2,66,235500,49,0
6543,4,2.0,1790,14690,1.0,0,1,4,7,1670,120,2440,10664,1,78,240000,56,0
6544,4,1.75,1670,9886,1.0,0,0,5,7,1670,0,2590,9997,2,75,456000,69,0
6545,2,1.5,1670,9880,1.0,0,0,4,7,1670,0,1670,9807,3,67,240000,75,53
6546,3,1.75,1670,9600,1.0,0,0,5,8,1670,0,1900,9600,1,63,785000,55,0
6547,5,3.0,2730,9519,1.0,0,0,3,8,1670,1060,1150,9519,1,70,559950,2,0
6548,4,3.5,2350,13402,2.0,0,3,3,8,1670,680,2250,9474,2,61,655000,22,0
6549,4,2.5,2430,14400,1.0,0,0,5,8,1670,760,2140,9048,2,62,645000,53,0
6550,3,2.75,2370,8900,1.0,0,4,4,9,1670,700,2840,8956,1,60,1000000,45,0
6551,3,1.75,1670,9900,1.0,0,0,4,8,1670,0,2410,8800,2,72,620000,59,0
6552,3,2.0,1670,7056,1.0,0,0,4,7,1670,0,1330,8415,1,65,180000,58,0
6553,4,2.25,2090,7400,1.0,0,0,3,9,1670,420,2260,8000,2,65,274000,43,0
6554,4,1.75,1670,8000,1.0,0,0,4,8,1670,0,1720,8000,3,58,268500,42,0
6555,3,1.75,3140,8571,1.0,0,0,4,8,1670,1470,2590,7949,3,80,345000,31,0
6556,3,2.0,1670,7757,1.0,0,0,3,8,1670,0,2290,7859,1,62,289950,24,0
6557,4,2.0,1670,9987,1.0,0,0,3,7,1670,0,1640,7280,3,76,204700,49,0
6558,2,1.0,1670,6212,1.0,0,0,4,7,1670,0,1670,7272,3,58,425000,69,0
6559,4,2.75,2420,7102,1.0,0,0,5,7,1670,750,1620,7102,2,57,665000,70,0
6560,3,2.25,1670,7150,2.0,0,0,4,7,1670,0,1570,7040,1,78,282500,26,0
6561,3,2.5,1670,6186,2.0,0,0,3,7,1670,0,2390,6924,1,55,289950,14,0
6562,5,1.75,2660,10637,1.5,0,0,5,7,1670,990,1570,6825,3,75,760000,94,0
6563,3,2.25,1670,6600,2.0,0,0,4,7,1670,0,1670,6801,2,69,289000,26,0
6564,4,1.75,1930,10210,1.5,0,2,3,8,1670,260,2730,6600,3,79,630000,75,0
6565,4,1.75,2930,11562,1.0,0,3,3,9,1670,1260,2530,6517,2,80,840000,69,0
6566,2,1.75,1670,6460,1.0,0,0,3,8,1670,0,2170,6254,3,73,507000,12,0
6567,3,2.5,1670,5797,2.0,0,0,3,7,1670,0,1670,6183,2,57,260000,28,0
6568,3,2.5,1670,6666,2.0,0,0,4,7,1670,0,1370,6170,1,59,290700,24,0
6569,3,2.25,2780,6000,1.0,0,3,4,9,1670,1110,2780,6000,1,65,834500,68,0
6570,3,1.75,1670,5400,2.0,0,0,5,8,1670,0,2100,5400,3,74,985000,104,0
6571,5,3.0,2110,5260,2.0,0,0,3,7,1670,440,2110,5260,2,57,285000,14,0
6572,4,1.0,1870,4992,1.5,0,0,4,7,1670,200,2160,5239,2,73,730000,76,0
6573,3,1.5,1670,5060,2.0,0,2,5,7,1670,0,1670,5118,1,72,715000,91,0
6574,3,1.5,1670,5000,1.5,0,0,4,7,1670,0,1750,5000,2,59,585000,104,0
6575,3,2.75,1670,3330,1.5,0,0,4,7,1670,0,1370,5000,1,51,485000,91,0
6576,2,2.0,1670,4996,1.0,0,0,3,8,1670,0,1670,4996,1,62,554000,12,0
6577,3,1.75,1670,5209,1.5,0,0,5,7,1670,0,1990,4960,1,67,329900,108,0
6578,3,1.5,1670,8230,1.0,0,0,5,7,1670,0,2077,4910,1,60,227950,62,0
6579,3,2.0,1670,4572,1.5,0,0,3,8,1670,0,1480,4890,1,78,585000,85,0
6580,4,2.0,1890,5188,1.5,0,0,4,7,1670,220,1800,4848,2,56,675000,76,0
6581,5,3.0,2630,3149,2.0,0,0,3,8,1670,960,2240,4825,3,67,420000,3,0
6582,3,2.25,1670,4800,1.5,0,3,3,8,1670,0,2300,4800,1,59,1020000,113,0
6583,3,2.0,1670,4441,1.0,0,0,3,7,1670,0,1670,4622,3,80,256703,2,0
6584,3,3.0,1670,4440,1.0,0,0,3,7,1670,0,1670,4622,1,51,246950,2,0
6585,4,1.0,1670,4600,1.5,0,0,5,8,1670,0,1820,4600,2,53,875000,110,0
6586,5,2.75,2740,5616,1.5,0,0,5,7,1670,1070,1600,4592,2,73,605000,91,0
6587,3,2.0,1670,4438,1.0,0,0,3,7,1670,0,1670,4558,2,71,249950,2,0
6588,3,3.5,2380,6250,2.0,0,3,3,8,1670,710,2540,4010,3,51,495000,19,0
6589,3,2.5,2490,4000,2.0,0,0,5,8,1670,820,2310,4000,3,71,1150000,98,0
6590,3,2.5,1670,3565,2.0,0,0,3,7,1670,0,1510,3770,3,71,373000,17,0
6591,2,1.75,1670,4008,1.0,0,0,3,9,1670,0,2330,3752,1,66,565000,11,0
6592,4,2.5,2520,2600,2.0,0,0,5,8,1670,850,2290,3600,2,55,1130000,91,0
6593,3,2.5,2090,3002,2.0,0,0,3,7,1670,420,2090,3163,2,76,352000,11,0
6594,5,1.0,1670,6400,1.5,0,0,3,8,1670,0,1910,2983,2,52,1300000,97,0
6595,3,2.5,1670,4308,2.0,0,0,3,8,1670,0,1670,2897,3,80,483500,15,0
6596,3,2.5,1670,3980,2.0,0,0,3,8,1670,0,1670,2897,1,77,475200,16,0
6597,3,2.5,1670,2589,2.0,0,0,3,8,1670,0,1670,2897,1,68,450000,16,0
6598,2,1.75,1670,4200,2.0,0,0,3,7,1670,0,1340,2875,2,53,490000,104,0
6599,4,2.5,1670,3315,2.0,0,0,3,7,1670,0,1650,2051,1,58,451000,11,0
6600,3,2.5,1960,1477,2.0,0,0,3,7,1670,290,1980,1467,2,70,300000,4,0
6601,3,2.25,1670,1596,3.0,0,0,3,8,1670,0,1640,1310,2,77,539950,2,0
6602,5,1.75,1660,78408,1.5,0,0,3,6,1660,0,1660,78408,2,63,201000,101,0
6603,3,1.75,1660,37642,1.0,0,0,4,7,1660,0,2070,54450,3,57,315000,25,0
6604,3,2.5,2260,33042,1.0,0,0,3,9,1660,600,2600,40115,1,58,610000,30,0
6605,4,2.5,3030,47958,1.0,0,0,3,8,1660,1370,2740,36017,2,75,465000,36,0
6606,4,1.75,2160,39430,1.0,0,0,4,8,1660,500,2430,35329,1,62,753000,42,0
6607,3,1.0,1660,21514,1.0,0,0,4,7,1660,0,1660,21600,1,69,220000,43,0
6608,3,1.75,1660,9697,1.0,0,0,4,7,1660,0,2060,20624,1,75,449000,64,0
6609,5,2.75,2880,20274,1.0,0,3,4,9,1660,1220,3750,20220,1,63,1800000,57,0
6610,4,2.5,2440,14470,1.0,0,0,4,9,1660,780,2810,15564,3,75,699000,46,0
6611,6,3.0,3320,15600,1.0,0,0,4,8,1660,1660,2330,15360,1,60,400000,39,0
6612,3,2.5,1660,15000,1.0,0,0,4,7,1660,0,2060,15015,3,73,432000,46,0
6613,5,2.75,2920,11880,1.0,0,0,5,8,1660,1260,3910,14491,3,59,850000,48,0
6614,3,1.5,1660,15600,2.0,0,0,3,7,1660,0,1660,14400,3,51,220000,35,0
6615,4,2.5,2370,15200,1.0,0,0,3,8,1660,710,2360,13879,3,69,585000,41,0
6616,5,2.5,2730,17240,1.0,0,0,5,7,1660,1070,2250,13200,1,75,545000,58,0
6617,3,1.75,1660,12865,1.0,0,0,5,7,1660,0,1610,12400,1,77,431000,49,0
6618,3,2.25,2620,10659,1.0,0,0,3,7,1660,960,1820,12071,3,60,469000,40,0
6619,3,2.0,1660,11135,1.0,0,0,3,8,1660,0,1660,11560,2,71,315000,45,0
6620,5,2.25,3320,11350,1.0,0,0,5,8,1660,1660,3320,11085,2,65,989900,53,0
6621,3,1.75,1660,8208,1.0,0,0,4,8,1660,0,2210,11000,3,79,490000,51,0
6622,3,1.0,1660,11200,1.0,0,0,3,7,1660,0,1380,10875,1,63,261000,59,0
6623,5,3.5,3100,10200,1.0,0,4,3,9,1660,1440,2700,10455,2,54,905000,46,0
6624,5,2.75,3100,10014,1.0,0,2,4,9,1660,1440,3230,10279,3,60,975000,43,0
6625,3,1.5,1660,8797,1.0,0,0,4,7,1660,0,2350,10053,1,62,712500,60,0
6626,3,2.25,2180,9865,1.0,0,0,4,8,1660,520,2600,10034,1,52,910000,50,0
6627,3,1.75,1660,10000,1.0,0,0,3,7,1660,0,1770,10000,2,53,331292,44,0
6628,4,2.5,2370,10000,1.0,0,0,5,8,1660,710,2480,9875,2,66,715000,42,0
6629,4,2.5,1660,9760,2.0,0,0,3,7,1660,0,1580,9614,1,51,294999,22,0
6630,3,1.0,1660,9600,1.0,0,0,3,7,1660,0,2020,9600,2,76,360000,53,0
6631,4,2.25,2370,4950,1.0,0,0,3,8,1660,710,2350,9588,1,57,670000,40,0
6632,4,2.25,3310,8540,1.0,0,4,4,9,1660,1650,3450,9566,2,51,1100000,43,0
6633,4,2.25,2280,8550,1.0,0,0,3,8,1660,620,2590,9500,1,72,539500,39,0
6634,3,1.75,1660,8301,1.0,0,0,5,7,1660,0,1660,9489,3,65,434000,61,0
6635,4,2.5,2580,9450,1.0,0,0,4,8,1660,920,2060,9450,1,57,650000,57,0
6636,3,1.75,1660,10150,1.5,0,0,3,7,1660,0,1640,8906,2,58,350000,59,0
6637,3,2.0,1660,8641,2.0,0,0,4,8,1660,0,1490,8641,3,79,269950,29,0
6638,4,1.75,2260,9703,1.0,0,0,2,8,1660,600,2390,8455,1,79,459000,38,0
6639,4,2.5,1660,9253,1.0,0,0,4,7,1660,0,1060,8437,2,58,270000,38,0
6640,4,1.75,2160,8000,1.0,0,0,4,9,1660,500,2350,8200,1,58,355000,40,0
6641,3,1.75,1660,8160,1.0,0,0,4,7,1660,0,1490,8100,1,79,315000,65,0
6642,3,2.5,1660,10763,2.0,0,0,3,7,1660,0,2010,7983,2,62,315000,22,0
6643,2,1.75,1660,11437,2.0,0,0,3,7,1660,0,1290,7860,1,69,335000,58,24
